name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
None,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
RNU6-37P,1,3,3,0,2,3,3,1,0,22,0,11,0,103,1
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGD,20596,10498,14772,9084,14581,11670,8893,10478,12550,945,14094,977,9116,840,6568
None,6,3,1,1,2,5,6,1,3,0,0,0,2,0,1
CENPS-CORT,37,24,20,14,16,21,13,26,16,4,16,6,29,7,19
CENPS,129,100,73,79,44,114,82,119,97,9,38,27,125,33,91
CORT,7,9,8,12,2,8,16,6,16,3,5,7,11,46,9
DFFA,4976,7153,5201,5387,2530,5360,4894,5385,6561,1082,3673,1239,6390,703,4319
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,1531,2891,1926,2905,1266,3052,2345,2787,1875,472,1597,560,2206,681,1802
RN7SL614P,3,3,2,1,3,5,2,1,3,0,4,1,3,0,2
CASZ1,540,2297,562,691,338,998,1757,831,448,41,349,55,1397,31,872
None,101,350,156,113,62,210,377,218,72,20,61,11,319,18,205
HSPE1P24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C1orf127,0,1,5,0,2,2,2,1,3,5,0,5,0,7,0
CFL1P6,1,4,0,0,0,0,1,0,0,2,0,0,1,3,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARDBP,8756,13490,5566,6509,2569,6903,7885,7550,8708,2462,3455,3751,10651,2409,5881
None,3,5,0,1,3,1,3,1,0,5,0,7,4,6,4
MASP2,214,99,76,59,77,26,74,30,177,60,68,113,68,16,75
None,99,83,35,46,42,20,50,16,134,79,30,140,71,451,56
SRM,2613,1765,1510,1750,1761,1580,1904,1453,1084,685,1653,1007,1338,1050,1467
EXOSC10,5947,10146,5402,6981,3509,6628,9069,6613,5800,1967,4070,2488,8005,3888,5393
None,14,17,15,10,15,13,25,17,19,13,27,7,12,17,11
None,7,10,4,3,7,4,13,6,9,3,4,2,4,7,0
EXOSC10-AS1,2,4,5,5,6,7,8,4,3,2,3,4,4,9,10
MTOR,8227,9801,6071,8272,3322,7392,9217,7279,4647,2533,3402,3165,7905,2249,6083
MTOR-AS1,2,2,2,1,4,1,3,0,0,0,2,1,2,2,6
RNU6-537P,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
ANGPTL7,13,8,15,4,12,10,35,8,17,3,9,0,10,1,17
RNU6-291P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL39P6,1,0,0,1,1,1,1,0,0,0,2,0,0,0,0
UBIAD1,1135,1734,751,1509,547,1489,1396,1471,842,415,702,526,1248,241,1181
UBE2V2P3,4,2,1,2,5,4,6,1,5,0,3,0,4,0,6
MTCYBP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISP3,25,57,20,38,27,31,89,22,9,67,23,32,56,1148,45
LINC01647,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1
FBXO2,2208,1843,3270,2616,4280,2644,3683,2480,3798,214,4533,760,1229,2984,1094
FBXO44,1139,1324,1643,1934,2005,2375,1711,2438,1802,469,2321,738,1026,3567,901
FBXO6,169,443,246,303,246,310,518,333,195,291,293,452,324,207,223
MAD2L2,3130,3299,2765,3432,3200,4213,2560,4188,1878,664,3254,746,2764,927,2532
DRAXIN,789,219,597,438,634,701,191,607,399,8,724,17,315,101,336
AGTRAP,2165,1868,2059,2015,1794,2297,2003,2063,1747,631,1851,1128,1482,994,1418
C1orf167,12,1,14,6,8,6,23,7,7,2,14,15,3,1,4
C1orf167-AS1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0
MTHFR,2016,3183,1844,2599,898,2016,2114,2112,1383,1834,994,2270,2100,1775,1637
CLCN6,2685,4669,3826,4397,2792,3917,6600,3532,2077,965,3115,1256,3068,1213,2066
None,88,198,74,37,57,26,166,26,44,17,33,25,78,78,85
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPA,24,16,7,6,19,2,19,2,15,11,9,13,13,13,6
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPPB,1977,33958,15305,19036,35488,25381,25372,21533,12506,0,33461,12,12600,10,5817
SBF1P2,0,2,1,2,3,2,0,1,2,1,2,0,3,0,3
RNU5E-1,0,1,1,0,0,1,1,2,1,2,0,12,5,1,34
RNU5E-4P,0,4,2,0,0,0,2,0,2,0,1,1,0,0,2
KIAA2013,2812,1885,2516,3320,2667,3662,1704,3402,2997,1135,2542,1426,1350,1541,1452
PLOD1,6423,3766,12089,21807,17488,21627,3232,21719,11228,3695,16959,4302,2870,5216,2675
MFN2,8278,10080,7047,9807,4359,9360,7931,9076,6362,3094,4955,4371,7537,3565,5565
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIIP,1684,1955,1365,1735,977,1639,2208,1591,1194,587,1019,585,1391,1656,1380
Y_RNA,2,0,4,2,7,3,8,1,8,0,6,0,0,0,1
MIR6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RN7SL649P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TNFRSF8,8,10,19,9,8,8,29,12,23,41,14,41,5,25,6
None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-777P,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
RPL23AP89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF1B,18,153,126,92,99,174,175,112,130,5212,202,4314,130,2428,27
MIR4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL10P17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SNORA70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VPS13D,5192,9503,5097,8790,2941,8564,5244,8227,5249,3403,3977,4347,7867,2073,6812
None,0,0,0,4,0,2,1,1,1,0,0,0,3,0,1
SNORA59A,5,7,8,11,9,15,8,30,6,9,15,3,8,0,5
LINC02766,0,0,0,0,1,0,0,0,0,18,1,2,0,4,0
DHRS3,3070,5946,5355,4176,2268,6062,4050,5158,5312,1283,2369,1279,5126,2301,3397
RNU6ATAC18P,18,4,21,3,3,5,3,5,29,2,8,3,10,0,3
MIR6730,3,2,4,4,1,2,2,2,4,2,3,6,3,5,1
None,56,54,97,39,59,80,40,84,253,8,85,13,52,7,62
AADACL4,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,172,186,323,61,325,130,305,135,506,0,399,0,153,0,60
CFAP107,16,10,22,10,26,6,4,6,19,2,25,3,8,14,6
PRAMEF12,34,24,46,15,64,7,41,4,58,0,31,0,18,0,29
PRAMEF1,3,0,15,0,4,2,2,0,8,0,11,0,0,0,1
LINC01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF30P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL1,2,0,2,0,4,1,0,3,7,0,3,0,2,1,1
PRAMEF2,6,0,12,2,5,3,1,0,6,0,14,0,2,0,0
PRAMEF4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRAMEF7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
PRAMEF28P,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
PRAMEF27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PRAMEF34P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,1,1,0,0,1,1,2,0,1,0,2,0,0,0,3
PRAMEF36P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF31P,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF32P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,2,0,0,0,1,0,0,0,3,0,8,0,0,0,0
PRAMEF15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF14,2,0,2,0,7,2,0,0,15,0,4,0,0,0,0
PRAMEF19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,1,0,3,0,0,0,0,0,3,0,2,0,0,0,0
LRRC38,0,3,2,2,0,1,14,1,0,9,0,30,4,32,1
None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BRWD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,1695,955,1507,734,873,1044,848,901,888,180,941,54,978,155,772
RNA5SP41,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PRDM2,3309,6388,2060,3479,1437,3774,5017,3867,2838,2000,1581,2559,4859,1664,4293
RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZN-AS1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
KAZN,1300,3289,2193,1816,963,2019,1916,1930,1207,340,1167,468,2415,632,1632
None,0,0,0,1,2,1,2,1,0,0,3,0,0,0,4
TBCAP2,0,3,1,1,0,0,6,1,2,0,0,0,3,0,11
TMEM51-AS1,74,40,90,61,35,67,18,68,162,29,28,36,24,51,20
TMEM51,548,645,1051,598,440,803,189,655,645,625,456,761,527,958,382
TMEM51-AS2,1,0,3,0,1,1,0,0,1,1,3,0,0,0,1
MFFP1,0,1,1,0,0,1,0,0,0,7,0,7,0,3,1
ZBTB2P1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0
FHAD1,29,40,35,19,25,43,54,29,21,21,25,54,36,22,19
FHAD1-AS1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2
None,0,1,0,0,0,0,1,0,2,5,0,3,1,6,0
EFHD2-AS1,2,5,3,5,3,17,15,7,3,5,5,7,2,31,0
EFHD2,2752,4539,6111,6791,5309,10389,2918,8003,5640,1706,5970,1675,2335,2576,1729
CTRC,4,1,2,0,7,3,1,2,11,20,4,10,3,43,2
CELA2A,5,0,1,0,0,0,1,0,5,0,3,1,0,5,0
CELA2B,9,6,16,5,11,13,6,5,34,2,16,2,1,0,6
CASP9,867,1348,829,1686,497,1692,859,1668,754,360,544,409,989,856,657
DNAJC16,2168,1437,1821,1567,685,1395,812,1402,1649,534,846,748,1356,586,1214
SCARNA21B,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
None,4,0,2,1,0,0,0,1,2,1,3,0,0,2,4
AGMAT,106,60,82,41,45,57,41,44,43,46,42,5,65,27,59
None,9,6,8,8,2,6,11,4,7,6,2,0,9,1,2
CHCHD2P6,13,10,2,14,6,12,22,15,14,7,9,7,9,9,4
RNU7-179P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD24P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDI2,5570,8494,5580,8326,2216,8760,7066,8862,5311,840,2508,1186,8085,816,6063
RSC1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0
PLEKHM2,5690,11218,5880,7435,5292,7375,12374,6884,4781,2253,5585,2924,7867,3574,7312
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,79,69,50,48,59,59,105,51,53,25,68,19,51,11,40
SLC25A34,91,76,44,31,53,18,14,16,48,95,47,120,42,390,54
SLC25A34-AS1,0,0,0,0,4,0,0,0,0,2,0,3,1,8,1
TMEM82,56,45,43,62,50,57,94,43,61,0,69,0,47,0,40
FBLIM1,6995,25245,9883,9087,6105,9453,14361,8636,12682,455,7020,403,12733,499,10418
None,1,1,3,0,0,1,3,0,0,0,2,0,5,0,2
RPL12P14,25,281,24,36,40,85,925,79,60,0,42,5,133,1,92
UQCRHL,51,73,36,23,42,24,56,26,51,21,38,19,34,53,25
None,25,21,16,13,17,12,32,12,22,8,40,8,22,5,19
SPEN-AS1,218,308,134,132,97,244,427,246,338,217,137,237,198,310,187
SPEN,7565,31561,10319,14003,6578,11818,20700,11475,8399,4238,7343,5913,16881,1921,17527
None,0,1,0,2,2,6,4,2,0,0,2,0,2,0,4
ZBTB17,1722,4154,1901,3999,1543,3985,4581,3800,1665,1279,1738,1703,3247,2588,2547
None,0,3,0,0,1,0,2,0,0,0,0,0,0,0,7
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3P6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
SRARP,2,0,2,0,1,1,5,0,0,2291,3,3549,4,2066,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPB7,9,4,12,6,9,12,11,16,9,181,19,301,5,560,5
CLCNKA,6,28,23,38,28,40,33,44,40,23,49,130,20,25,12
FAM131C2P,4,4,12,7,12,17,5,15,11,0,13,1,3,6,3
CLCNKB,208,356,278,295,228,235,457,269,274,2,273,4,250,9,226
FAM131C,27,22,101,116,108,125,79,129,59,7,129,14,28,89,19
EPHA2,4420,31890,9396,10095,10543,11393,26528,9573,8038,1020,11662,1085,14836,850,11616
EPHA2-AS1,9,40,26,18,33,22,89,16,31,6,27,12,29,8,26
None,4,29,7,13,5,15,41,2,13,4,14,4,14,2,10
ARHGEF19,3554,1567,2285,1456,1103,1846,1079,1889,2288,283,1101,425,1493,325,1321
ARHGEF19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO7L1,16,10,8,3,6,4,6,9,17,52,14,104,10,68,11
CPLANE2,304,307,224,369,98,362,330,375,177,90,86,120,260,93,222
MT1XP1,3,3,4,8,6,1,7,2,9,6,5,3,2,14,1
FBXO42,2100,3988,3814,8436,3207,8738,4813,8342,3138,745,3601,911,2748,948,2388
SZRD1,8101,9449,5819,8137,6030,8772,8372,7990,7044,2535,7036,3389,6125,2215,5381
RPL22P3,11,2,6,8,7,6,6,4,10,1,8,2,6,2,4
SPATA21,3,0,2,4,4,0,4,2,3,0,1,6,1,12,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NECAP2,4107,8643,4253,6039,2860,6188,6914,5675,5204,2078,3969,2951,5735,1730,4138
LINC01772,99,75,81,43,69,44,31,38,112,46,91,59,44,95,58
CROCCP3,496,134,290,141,227,210,129,216,437,281,292,370,156,423,105
RNU1-1,0,1,0,0,0,0,1,0,0,1,1,2,0,1,1
None,4,2,4,4,5,12,25,5,10,0,5,5,5,14,2
None,5,6,5,4,2,9,11,14,12,8,4,5,4,1,3
LINC01783,36,31,54,28,16,48,54,40,39,1,27,0,27,1,28
RNU1-6P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,1,0,1,1,4,4,2,0,1,0,0,0,0
PDE4DIPP8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF1,1392,1785,1212,2110,648,2720,2249,2453,1034,561,729,512,1628,159,1105
None,0,0,2,1,0,2,0,2,2,0,2,2,0,5,1
CROCCP2,1196,2122,1052,2348,1101,2925,4473,2787,898,927,1307,765,1907,1285,1088
MST1P2,87,30,124,147,160,162,95,170,100,69,174,37,40,162,17
RNU1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,5,3,29,17,24,24,7,16,27,3,32,6,1,1,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AXP1,56,63,63,53,43,81,54,77,80,21,48,45,87,17,41
ESPNP,18,12,86,47,72,73,31,48,48,18,84,10,10,1,1
None,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROCC,2249,1131,2086,1508,1511,1894,1123,1599,1466,1148,1716,1449,919,2982,847
RNU1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CROCCP4,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0
MST1L,56,21,99,82,98,123,59,165,60,18,104,14,30,58,20
None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PDE4DIPP9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
MIR3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,75,87,101,82,24,90,112,99,75,7,37,8,84,3,44
RNU1-5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,120,93,123,121,99,190,157,199,148,130,126,169,99,107,72
None,130,99,109,155,115,211,196,202,130,73,128,123,97,56,92
RNU1-2,0,0,0,0,0,2,4,0,0,1,0,0,1,0,1
None,9,8,4,2,2,5,24,4,6,5,4,2,2,1,2
MFAP2,4026,1520,2963,1915,2885,2272,1311,2167,3743,20,2974,29,1161,39,1462
None,4,4,3,1,10,9,8,6,7,0,13,0,1,0,4
ATP13A2,4217,3684,3648,3996,3225,3919,3616,3468,2676,1431,3419,1615,2540,2792,2482
SDHB,2359,3388,1949,2994,1819,2811,3422,2711,1971,1052,2314,1454,2867,1144,1846
PADI2,307,142,343,371,303,522,325,430,653,1081,444,1589,113,2716,86
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02783,25,8,18,11,17,8,25,10,13,0,25,0,15,0,8
PADI1,67,95,161,97,152,115,151,108,136,6,191,2,78,3,44
PADI3,80,25,82,24,25,37,80,35,60,4,46,0,32,0,30
MIR3972,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
PADI4,9,11,16,7,9,1,65,8,8,35,7,9,3,9,6
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PADI6,2,0,1,1,0,0,0,0,2,0,0,0,0,0,1
RCC2,13489,7107,7839,3391,4334,4940,5931,4435,9257,1740,4580,2338,5290,1298,5580
RCC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF10L,1458,3015,2290,1727,1957,2048,2090,1922,1941,398,2180,292,2006,1125,1856
LINC02810,0,0,0,2,0,1,1,2,0,0,0,0,1,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL8,4,0,1,3,1,2,2,3,3,0,0,0,1,2,1
LINC01654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21,3,2,8,6,17,6,9,9,4,317,16,56,5,589,1
None,0,0,0,0,1,0,0,0,1,152,1,71,0,362,0
IGSF21-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC7A,135,196,44,149,26,131,493,160,57,49,30,46,204,11,142
DYNLL1P3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PAX7,19,2,19,107,3,183,25,171,228,0,18,5,3,16,3
TAS1R2,0,1,1,1,0,1,3,1,0,0,1,0,0,0,0
None,1,2,2,1,0,0,8,0,1,0,2,0,2,0,0
ALDH4A1,2131,1605,1635,1324,1365,1313,1771,1193,1037,316,1175,367,1141,750,1093
MIR4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1290,1,3,1,0,0,1,4,0,0,0,0,0,0,0,0
IFFO2,5104,27787,13858,7161,6694,9319,16753,7429,11321,197,8012,305,13040,489,5213
None,24,53,24,24,41,37,167,33,28,21,68,23,37,130,32
UBR4,20772,64269,27529,48933,27970,42827,69129,42472,31191,4830,36421,5976,40544,3590,28394
EMC1-AS1,35,9,10,21,12,16,15,10,28,13,11,8,12,8,12
EMC1,5725,5117,5174,4903,5030,4975,5556,4659,4317,1280,5131,1631,4202,1049,3427
MRTO4,3248,4365,1834,3173,1210,2584,3985,2629,2312,513,1414,640,3473,893,2707
AKR7L,63,16,35,15,21,8,24,16,55,34,22,23,9,170,12
AKR7A3,69,21,83,37,66,33,34,40,62,28,64,32,23,123,23
None,143,30,92,27,48,48,20,62,105,20,62,38,43,21,42
AKR7A2,2006,1329,1735,1910,1791,2117,1390,1912,1568,681,1982,916,977,833,1102
RNU6-1099P,5,3,6,2,3,2,3,5,3,0,5,1,0,2,5
SLC66A1,1381,2037,1478,1758,912,1795,2629,1675,1016,347,961,382,1102,797,1065
CAPZB,14602,19790,14272,12516,14209,13585,15159,12372,12538,4605,14792,5002,13455,3994,9993
RN7SL277P,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0
RNU4-28P,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MICOS10-DT,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MICOS10,878,895,559,568,358,710,779,657,621,501,441,642,809,610,697
MICOS10-NBL1,1,0,0,1,1,4,1,1,1,0,1,1,1,0,0
None,45,14,30,14,30,37,38,31,36,232,38,221,21,54,15
NBL1,120,90,155,64,174,111,96,91,171,971,165,1177,71,2577,91
HTR6,0,0,2,1,2,0,0,1,2,2,7,0,0,8,0
TMCO4,684,363,817,403,379,696,314,529,595,259,445,290,361,302,288
RNF186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
RNF186-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTUD3,1996,2521,3445,2878,3554,2902,3343,2418,2273,423,3885,391,2192,635,1390
PLA2G2E,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
RN7SL304P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2A,60,14,42,1,29,7,10,6,6,1,23,0,4,2,7
PLA2G5,4,1,2,0,3,0,2,0,1,11,2,30,0,72,0
PLA2G2D,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0
PLA2G2F,14,14,46,7,77,18,17,11,71,0,91,0,18,0,4
None,4,1,0,1,3,1,0,0,5,7,1,1,0,1,0
PLA2G2C,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0
None,7,6,6,4,7,7,5,9,8,4,5,4,2,12,2
UBXN10,91,62,57,80,13,82,332,84,93,26,20,25,60,92,54
LINC01757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA5B1,15,5,5,3,8,5,11,2,8,1,12,6,2,8,7
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LINC01141,0,0,0,0,0,1,0,1,0,431,2,21,1,135,0
None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAMK2N1,712,1165,858,585,862,1019,923,856,1018,1380,963,2892,1115,4135,802
MUL1,1638,2952,1480,3548,1361,3229,3143,3124,1383,870,1655,1003,1955,721,1732
RPS4XP4,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
FAM43B,67,16,18,41,110,52,11,26,149,15,102,18,9,66,26
CDA,501,437,783,556,816,672,796,514,1019,347,864,543,315,651,246
PINK1,1508,1719,1533,1641,1549,1667,1959,1476,1250,1726,1430,2924,1242,1427,1102
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINK1-AS,440,152,275,175,271,176,107,156,224,94,230,156,124,102,132
DDOST,21462,11496,20498,22184,30465,20128,8253,18795,16781,3204,30393,4161,9030,2508,8217
KIF17,54,49,93,108,107,122,396,87,127,615,179,788,51,874,24
None,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0
SH2D5,171,834,479,376,717,622,1547,469,494,54,882,80,366,1308,104
None,0,6,0,0,5,0,28,4,0,0,3,0,0,1,1
HP1BP3,13754,14368,10365,9399,7005,10486,12200,10251,11603,5613,8247,7926,14146,3798,7418
EIF4G3,8426,10609,6468,9370,3730,9214,6406,9174,6654,2576,4850,3543,8602,1646,6059
RNU7-200P,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIR1256,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1
RPS15AP6,0,1,1,0,2,0,0,0,1,3,2,9,0,38,3
None,1,2,0,0,0,2,2,0,0,0,0,0,2,0,2
HSPE1P27,0,1,1,0,1,0,0,1,0,0,0,0,3,0,10
ECE1,4649,5276,11582,13348,12686,13283,5779,11435,9268,7667,13652,12167,3706,8274,2382
None,0,0,3,0,5,4,1,2,1,2,6,0,3,0,3
ECE1-AS1,17,38,31,32,23,25,47,28,49,12,27,16,44,39,32
PPP1R11P1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
PDE4DIPP10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NBPF2P,48,101,85,123,36,129,96,114,48,21,40,4,107,16,54
HS6ST1P1,94,140,75,105,40,91,56,67,46,18,49,17,79,13,100
CROCCP5,1,0,2,4,1,4,1,5,1,0,3,2,1,0,0
NBPF3,1006,1427,1188,1710,612,1766,1383,1650,628,319,691,580,1809,124,744
PFN1P10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALPL,2835,757,2634,1242,3156,1435,1431,1349,2295,10255,3522,15670,666,10772,619
LINC02596,0,1,1,1,3,0,2,0,0,1,4,1,0,0,1
None,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RAP1GAP,239,921,1135,1624,2351,2545,2406,2382,506,311,2439,325,717,10226,446
USP48,5495,8280,5402,7587,3357,7429,7996,7752,5609,1828,4415,2399,8358,2043,4022
